Type,Title,Location,Bedrooms,Bathrooms,Space,Price
Twin House,Twin house 140 sqm Under market price Telal Sokhna,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",4 bedrooms,4 bathrooms,140 sqm,"2,700,000 EGP"
Chalet,Limited units fully finished chalet with sea view,"Amwaj, Al Alamein, North Coast",2 bedrooms,2 bathrooms,135 sqm,"3,400,000 EGP"
Townhouse,Town house 5% dp Elegant Compound 1st settlement,"Stei8ht, The 1st Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,315 sqm,"540,000 EGP"
Apartment,3 BD Apt with Nice View at Hyde Park GR |Hot Deal|,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,160 sqm,"2,650,000 EGP"
Chalet,Chalet 140m2 Prime location Sea view Telal Sokhna,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",4 bedrooms,3 bathrooms,140 sqm,"3,750,000 EGP"
Villa,Villa | Golf and lake view | Hacienda Bay |,"Hacienda Bay, Sidi Abdel Rahman, North Coast",4 bedrooms,4 bathrooms,357 sqm,"10,500,000 EGP"
Villa,Swan lake Stand alone + cabin BUA 285 FOR sale.,"Swan Lake, Qesm Ad Dabaah, North Coast",4 bedrooms,3 bathrooms,285 sqm,"18,000,000 EGP"
Apartment,Apartment -Hassan Allam - 5% dp / 9yrs with garden,"HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,3 bathrooms,195 sqm,"199,999 EGP"
Apartment,Apartment 130m fully finished with ACs,"Fifth Square, North Investors Area, New Cairo City, Cairo",2 bedrooms,2 bathrooms,130 sqm,"3,450,000 EGP"
Apartment,fully finished apartment new capital ready to move,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",3 bedrooms,2 bathrooms,169 sqm,"260,000 EGP"
Townhouse,Finished| Ready to move|10 yrs inst.|Iconic View,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",4 bedrooms,4 bathrooms,382 sqm,"8,500,000 EGP"
Villa,Villa Type B3 Standalone For sale at Madinaty,"Madinaty, Cairo",4 bedrooms,6 bathrooms,540 sqm,"7,500,000 EGP"
Duplex,"Sky Loft in West Ridge, Pyramids & Lake View","New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",3 bedrooms,4 bathrooms,345 sqm,"7,100,000 EGP"
Villa,Stand alone Villa in Mivida compound|390M|3 floors,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,390 sqm,"2,500,000 EGP"
Villa,Ready to move Villa 3 Bedrooms Sea front with maid,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea",3 bedrooms,3 bathrooms,182 sqm,"14,500,000 EGP"
Villa,Sea Shell Playa standalone down payment 7540000,"Playa Resort, Sidi Abdel Rahman, North Coast",4 bedrooms,4 bathrooms,324 sqm,"9,000,000 EGP"
Twin House,Twin house 180 sqm | First Row Super lux | Telal,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",4 bedrooms,4 bathrooms,180 sqm,"5,200,000 EGP"
Apartment,Own with 44%D on 4 years installments- palm hills,"Capital Gardens Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",4 bedrooms,3 bathrooms,270 sqm,"2,350,000 EGP"
Whole Building,"For sale, fully furnished, - Moez street","Almoez Bellah St., El Marg, Hay El Marg, Cairo",8 bathrooms,235 sqm,,"32,000,000 EGP"
Penthouse,fully finished penthouse ready to move by lavista,"La Vista Cascada, Al Alamein, North Coast",3 bedrooms,3 bathrooms,186 sqm,"6,400,000 EGP"
Chalet,Chalet ground floor|Pool view 3 bed|Telal Sokhna.,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",3 bedrooms,2 bathrooms,110 sqm,"3,000,000 EGP"
Apartment,Apartment For Sale In Mivida Compound - Emaar,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,143 sqm,"3,900,000 EGP"
Apartment,Apartment 150M|ready to move in MV icity October,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza",3 bedrooms,3 bathrooms,150 sqm,"1,600,000 EGP"
Apartment,For Sale - Delivery 2022 - less than any apartment,"Badya Palm Hills, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,176 sqm,"1,300,000 EGP"
Apartment,Apartment for Sale in Golden Square | Lake View,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,145 sqm,"3,360,000 EGP"
Townhouse,invest in yourself by investing in your home,"Bianchi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,200 sqm,"8,000,000 EGP"
Penthouse,Penthouse for Sale in Fouka Bay North Coast .,"Fouka Bay, Qesm Marsa Matrouh, North Coast",3 bedrooms,3 bathrooms,112 sqm,"3,500,000 EGP"
Apartment,"Apartment 187 m for Sale in Swan Lake, New Cairo.","Swan Lake, The 1st Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,187 sqm,"7,100,000 EGP"
Apartment,Apartment For Sale In Sky Condos | Semi Finished,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,181 sqm,"4,922,000 EGP"
Villa,فيلا موقع مميز جدا بالمنصورية متشطبه بحمام سباحه,"Al Mansoureya, Hay El Haram, Giza",5 bedrooms,5 bathrooms,"10,500 sqm","20,000,000 EGP"
Villa,Luxury standalone 1500m at Hacienda bay northcoast,"Hacienda, North Coast",6 bedrooms,6 bathrooms,"1,500 sqm","18,000,000 EGP"
Twin House,twinhouse for sale in patio 2 infront of elrehab,"Al Patio 2, North Investors Area, New Cairo City, Cairo",6 bathrooms,420 sqm,,"14,000,000 EGP"
Townhouse,See your villa in site with the big developers,"Vinci, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,253 sqm,"8,000,000 EGP"
Chalet,sale 124 m2 with garden 80 m2 in empire resort,"Empire Resort, Al Ain Al Sokhna, Suez",2 bedrooms,3 bathrooms,124 sqm,"1,300,000 EGP"
Apartment,resale apartment in la vista patio oro price 2020,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,171 sqm,"3,000,000 EGP"
Apartment,"Apartment for sale in Mivida (Avenues), New cairo","Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,174 sqm,"3,370,000 EGP"
Villa,Villa Stand Alone 360 Sqm|First Row|Telal Sokhna,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",6 bedrooms,6 bathrooms,360 sqm,"4,300,000 EGP"
Villa,Rabwa compound open golf view - with swimming pool,"Al Rabwa, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",5 bedrooms,4 bathrooms,"1,100 sqm","25,000,000 EGP"
Apartment,Studio for sale in the gate towers Alamein .,"The Gate Towers, New Alamein City, North Coast",Studio,1 bathroom,49 sqm,"2,865,000 EGP"
iVilla,Ready to Move I-Villa Garden in LaMirada New Cairo,"La Mirada Compound, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,303 sqm,"3,960,000 EGP"
Chalet,Best Price Senior chalet Fully Finished,"Hacienda Bay, Sidi Abdel Rahman, North Coast",4 bedrooms,4 bathrooms,210 sqm,"4,500,000 EGP"
Apartment,180M|3BR|Price = 1.4 Million|Ready To Move|,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,180 sqm,"1,480,000 EGP"
Villa,Stand alone land 780M With Basement View landscape,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",6 bedrooms,6 bathrooms,780 sqm,"27,000,000 EGP"
Duplex,,"Monte Napoleone, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3 bedrooms,4 bathrooms,241 sqm,"3,520,866 EGP"
Twin House,fully finished villa +( elevator+pool ) _ les Rios,"Les Rois, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,"10,700,000 sqm","10,700,000 EGP"
Penthouse,"Opportunity in Azad Compound, Best Price","Azad, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,209 sqm,"4,450,000 EGP"
Penthouse,penthouse 170m with roof for sale in Jade Compound,"JAYD Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,170 sqm,"2,150,000 EGP"
Penthouse,Penthouse Sea View For Sale 300 M in La Vista Bay,"La Vista Bay, La Vista, Qesm Ad Dabaah, North Coast",4 bedrooms,3 bathrooms,300 sqm,"7,500,000 EGP"
Villa,villa 244m prime location in swan lake residence,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",4 bedrooms,3 bathrooms,244 sqm,"800,000 EGP"
Apartment,Below market price an apartment for sale in CFC,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3 bedrooms,4 bathrooms,203 sqm,"5,400,000 EGP"
Villa,Standalone L550m. with pool For Sale in Madinaty,"Madinaty, Cairo",4 bedrooms,4 bathrooms,550 sqm,"20,000,000 EGP"
Chalet,sale in Telal Sokhna furnished chalet+garden +AC,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",4 bedrooms,2 bathrooms,140 sqm,"4,250,000 EGP"
Twin House,2 Attached Twin house / First Row / Telal Sokhna.,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",4 bedrooms,4 bathrooms,140 sqm,"4,000,000 EGP"
Villa,Second Row Stand Alone Villa in Hacienda White,"Hacienda White, Sidi Abdel Rahman, North Coast",5 bedrooms,6 bathrooms,800 sqm,"26,000,000 EGP"
Chalet,Limited offer ground chalet seaview with5Y inst.,"La vista Ras El Hikma, Ras Al Hekma, North Coast",3 bedrooms,3 bathrooms,150 sqm,"6,500,000 EGP"
Chalet,Limited offer ground chalet seaview with5Y inst.,"La vista Ras El Hikma, Ras Al Hekma, North Coast",3 bedrooms,3 bathrooms,150 sqm,"6,500,000 EGP"
Apartment,Prime Apartment 135m For Sale With Garden In Kayan,"Kayan, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,2 bathrooms,135 sqm,Ask for price
Villa,Villa in Marassi bay with prime location,"Marassi, Sidi Abdel Rahman, North Coast",4 bedrooms,8 bathrooms,550 sqm,"63,000,000 EGP"
Villa,villa fully finished + kitchen immediate delivery,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4 bedrooms,5 bathrooms,340 sqm,"4,000,000 EGP"
Chalet,شاليه ارضي في فوكا بسعر مميز جدا واستلام فوري,"Fouka Bay, Qesm Marsa Matrouh, North Coast",3 bedrooms,3 bathrooms,179 sqm,"2,100,000 EGP"
Apartment,14% down payment ready to move in very prime loc .,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,148 sqm,"2,700,000 EGP"
Apartment,chalet for sale in Marassi 120 ground catania,"Marassi, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,120 sqm,"6,500,000 EGP"
Apartment,Apartment 135m for sale at alburouj fully finished,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",2 bedrooms,2 bathrooms,135 sqm,"1,150,000 EGP"
Chalet,Tucana resale senior chalet fully finished 2030,"Azha, Al Ain Al Sokhna, Suez",4 bedrooms,4 bathrooms,274 sqm,"6,600,000 EGP"
Villa,Katameya Heights | Pool.Elevator. Gym | Golf view,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",6 bedrooms,8 bathrooms,"2,328 sqm","180,000,000 EGP"
Twin House,Twin house / Pool View / Phase 6 / Telal Sokhna,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",4 bedrooms,4 bathrooms,140 sqm,"2,340,000 EGP"
Chalet,Chalet in Hacienda Bay | Fully Finished,"Hacienda Bay, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,583 sqm,"5,300,000 EGP"
Apartment,"For sale apt 164m Ready to move Dp 316,000 Sarai","Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2 bedrooms,3 bathrooms,164 sqm,"316,000 EGP"
Twin House,Twin house 140 sqm| 3 row |Prime location | Telal,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",4 bedrooms,4 bathrooms,140 sqm,"3,000,000 EGP"
Apartment,Ready To Move-Very Prime location-3 Y installments,"Mountain View iCity October, 6 October Compounds, 6 October City, Giza",3 bedrooms,3 bathrooms,155 sqm,"1,250,000 EGP"
Chalet,Chalet Second floor for sale 86 SQM In Almaza Bay,"Almaza Bay, Qesm Marsa Matrouh, North Coast",2 bedrooms,2 bathrooms,86 sqm,"7,500,000 EGP"
Twin House,For Sale Villa TwinHouse Taj City 5% Downpayment,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,250 sqm,"4,700,000 EGP"
Villa,فيلا للبيع في كفر عبده بالاسكندريه .,"Khaleel Al Khayat Basha St., Kafr Abdo, Roushdy, Hay Sharq, Alexandria",4 bedrooms,3 bathrooms,400 sqm,"30,000,000 EGP"
Villa,Standalone for Sale Hyde Park New Cairo Delivered,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,414 sqm,"11,000,000 EGP"
Apartment,own apartment in village west only %5 DP,"Village West, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",3 bedrooms,2 bathrooms,150 sqm,"4,100,000 EGP"
Apartment,penthouse sale Galleria Moon Valley Golden Square,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3 bedrooms,3 bathrooms,170 sqm,"2,500,000 EGP"
Villa,Luxurious stand alone villa 5 BR Golf Steinberger,"Golf, Al Gouna, Hurghada, Red Sea",5 bedrooms,6 bathrooms,"2,101 sqm","46,500,000 EGP"
Apartment,limited offer -33% Discount on unit price-,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,195 sqm,"2,200,000 EGP"
Penthouse,Anka village resale chalet with roof delivered,"Azha, Al Ain Al Sokhna, Suez",3 bedrooms,3 bathrooms,155 sqm,"5,200,000 EGP"
Apartment,Apartment Ready To Deliver With 0% Down Payment,"Capital Gardens Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2 bedrooms,2 bathrooms,152 sqm,"2,500,000 EGP"
Villa,Villa stand Alone | 280 sqm Sea View|Telal Sokhna,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",6 bedrooms,5 bathrooms,280 sqm,"7,000,000 EGP"
Chalet,"Fully finished chalet in Hacienda West, 8 sq","Hacienda West, Sidi Abdel Rahman, North Coast",4 bedrooms,3 bathrooms,221 sqm,"1,110,644 EGP"
Townhouse,Townhouse Corner 255 SQM For Sale in La Vista City,"La Vista City, New Capital Compounds, New Capital City, Cairo",4 bedrooms,3 bathrooms,255 sqm,"7,175,000 EGP"
Chalet,For sale chalet with garden marina view- Marassi,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,195 sqm,"15,000,000 EGP"
Twin House,Twin house 180 sqm / First row / Telal Sokhna,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",4 bedrooms,4 bathrooms,180 sqm,"5,500,000 EGP"
Twin House,,"Sawary, Alexandria Compounds, Alexandria",5 bedrooms,4 bathrooms,300 sqm,"16,000,000 EGP"
Chalet,Cabana prime location with installment /with ACs,"Mesca, Soma Bay, Safaga, Hurghada, Red Sea",1 bedroom,1 bathroom,73 sqm,"2,500,000 EGP"
Apartment,Apartment ready to move-October Plaza-only 200K DP,"October Plaza, 6 October Compounds, 6 October City, Giza",3 bedrooms,2 bathrooms,213 sqm,"205,000 EGP"
Villa,Fully finished townhouse for sale cash/14 Year INS,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4 bedrooms,4 bathrooms,245 sqm,"550,000 EGP"
Villa,under market price / without over /installments 7Y,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,378 sqm,"13,500,000 EGP"
Chalet,Senior Chalet | Roof 70m | Furnished | A/Cs,"Hacienda Bay, Sidi Abdel Rahman, North Coast",3 bedrooms,4 bathrooms,232 sqm,"5,000,000 EGP"
Villa,Fully Finished Villa For Sale In Katameya Hills,"Katameya Hills, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5 bedrooms,5 bathrooms,980 sqm,"27,000,000 EGP"
Villa,Blumar | Furnished | Prime Location | Seaview,"Bluemar Wadi Degla, Sidi Abdel Rahman, North Coast",4 bedrooms,4 bathrooms,550 sqm,"7,175,000 EGP"
Apartment,Fully Finished Apartment with garden 5% dp / 8 yrs,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",2 bedrooms,2 bathrooms,130 sqm,"295,000 EGP"
Apartment,Ground Apartment for Sale in Golden Square,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2 bedrooms,1 bathroom,120 sqm,"1,590,000 EGP"
Villa,under market price - third row Golf,"New Giza, Cairo Alexandria Desert Road, 6 October City, Giza",4 bedrooms,5 bathrooms,330 sqm,"6,500,000 EGP"
Villa,own now ur finished villa at al maqsed - 43%Disc,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",5 bedrooms,5 bathrooms,357 sqm,"5,220,000 EGP"
Townhouse,Townhouse fully finished in the new capital ready,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",3 bedrooms,4 bathrooms,387 sqm,"6,580,000 EGP"
Villa,,"Lasirena Bay, Ras Sedr, South Sainai",4 bedrooms,4 bathrooms,,"3,300,000 EGP"
Chalet,For sale chalet - Marassi - Faya - North Coast,"Marassi, Sidi Abdel Rahman, North Coast",1 bedroom,1 bathroom,67 sqm,"5,250,000 EGP"
Twin House,Very prime chalet in ANKA first row main lagoon,"Azha, Al Ain Al Sokhna, Suez",3 bedrooms,3 bathrooms,133 sqm,"5,500,000 EGP"
Villa,فيلا عاللاجون مباشرة وخطوات من البحر بهاسيندا باي,"Hacienda Bay, Sidi Abdel Rahman, North Coast",5 bedrooms,8 bathrooms,400 sqm,"16,500,000 EGP"
Apartment,Ground apartment for sale at Sephora New Cairo,"Sephora Heights, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,2 bathrooms,180 sqm,"2,395,000 EGP"
Villa,Villa in aprime location in La Vista with a d.P10%,"La Vista City, New Capital Compounds, New Capital City, Cairo",6 bedrooms,5 bathrooms,420 sqm,"1,300,000 EGP"
Chalet,chalet for sale at Marassi - blanca,"Marassi, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,137 sqm,"6,700,000 EGP"
Twin House,Twinhouse for sale 280m Mountain View 2 New Cairo,"Mountain View 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bathrooms,280 sqm,,"11,000,000 EGP"
Duplex,duplex with garden 4 beds with installment 14 ys.,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4 bedrooms,4 bathrooms,197 sqm,"430,000 EGP"
Chalet,للبيع شالية بكمبوند فوكا باي مباشر علي اللاجون,"Fouka Bay, Qesm Marsa Matrouh, North Coast",3 bedrooms,4 bathrooms,769 sqm,Ask for price
Chalet,Chalet Corner ground 110 m2 / Prime location Telal,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",2 bedrooms,2 bathrooms,110 sqm,"3,200,000 EGP"
Apartment,Apartment For Sale|165m+Garden 80m|MIDTOWN | CONDO,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",3 bedrooms,3 bathrooms,165 sqm,"2,187,000 EGP"
Duplex,Sierras duplex ground with garden 390bua for sale,"The Sierras, Uptown Cairo, Mokattam, Cairo",4 bedrooms,3 bathrooms,390 sqm,"9,500,000 EGP"
Villa,mountain view 1 / standalone in middle compound,"Mountain View 1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6 bedrooms,6 bathrooms,720 sqm,"18,000,000 EGP"
Chalet,Chalet for sale Bo island North coast,"Bo Islands, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,167 sqm,"894,400 EGP"
Villa,Villa First golf for sale at Hacienda Bay,"Hacienda Bay, Sidi Abdel Rahman, North Coast",4 bedrooms,5 bathrooms,350 sqm,"10,500,000 EGP"
Villa,luxury villa in Azha with private beach 310 SQM,"Azha, Al Ain Al Sokhna, Suez",5 bedrooms,6 bathrooms,310 sqm,"12,500,000 EGP"
Apartment,see your apartment before contract in new capital,"Vinci, New Capital Compounds, New Capital City, Cairo",3 bedrooms,2 bathrooms,146 sqm,"2,500,000 EGP"
Chalet,chalet first row on sea lower than market price,"Emirates Heights, Qesm Ad Dabaah, North Coast",2 bedrooms,2 bathrooms,100 sqm,"1,700,000 EGP"
Penthouse,Penthouse for sale in swan lake residence compound,"Swan Lake Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,289 sqm,"11,400,000 EGP"
Villa,Villa for sale semi furnished at Marassi Arezzo,"Marassi, Sidi Abdel Rahman, North Coast",5 bedrooms,5 bathrooms,650 sqm,"25,000,000 EGP"
Apartment,Apartment with garden for resale in joulz compound,"Joulz, Cairo Alexandria Desert Road, 6 October City, Giza",2 bedrooms,2 bathrooms,328 sqm,"400,000 EGP"
Chalet,Chalet 141 SQM For Sale In ( Blanca 2 Marassi ),"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,141 sqm,"9,000,000 EGP"
Townhouse,"Townhouse 447m in Zayed Regency, a wonderful view","Zayed Regency, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",4 bedrooms,4 bathrooms,447 sqm,"6,000,000 EGP"
Apartment,Apartment 132 m fullyfinished in AlBurouj Compound,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3 bedrooms,3 bathrooms,132 sqm,"2,640,000 EGP"
Chalet,Ground floor chalet for sale in la vista 7 sokhna,"La Vista 7, La Vista, Al Ain Al Sokhna, Suez",3 bedrooms,2 bathrooms,150 sqm,"5,000,000 EGP"
Penthouse,Penthouse Below Market Price in Marassi -EMAAR,"Marassi, Sidi Abdel Rahman, North Coast",3 bedrooms,3 bathrooms,195 sqm,"7,000,000 EGP"
Townhouse,Townhouse villa in Hadayek El Mohandessin compound,"Hadayek Al Mohandessin, 4th District, Sheikh Zayed City, Giza",3 bedrooms,3 bathrooms,200 sqm,"4,700,000 EGP"
Duplex,Fully Furnished Duplex With Roof 80m - Amwaj,"Amwaj, Al Alamein, North Coast",4 bedrooms,3 bathrooms,180 sqm,"4,100,000 EGP"
Villa,"Villa Resale, immediate receipt, hotel finishing","Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",7 bedrooms,7 bathrooms,875 sqm,"24,000,000 EGP"
Chalet,Chalet D Road level / 120 M + Terrace 50 M / Telal,"Telal Al Sokhna, Al Ain Al Sokhna, Suez",3 bedrooms,2 bathrooms,170 sqm,"2,460,000 EGP"
Penthouse,Penthouse 298 M + 150 M Roof With private Pool,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3 bedrooms,3 bathrooms,298 sqm,"6,100,000 EGP"
Twin House,Last TwinHouse For sale|installments up to 8 years,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4 bedrooms,4 bathrooms,260 sqm,"660,000 EGP"
Penthouse,Ready to move duplex with installment till 2029,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4 bedrooms,4 bathrooms,276 sqm,"3,800,000 EGP"
Chalet,chalet very prim Location- For sale at Marassi-,"Marassi, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,90 sqm,"4,700,000 EGP"
Chalet,"360,000 Down Payment sea view chalet north coast","Bianchi, Sidi Abdel Rahman, North Coast",2 bedrooms,2 bathrooms,150 sqm,"360,000 EGP"
